Cell Type,Cell Count,Percentage (%)
Bergmann Glia,1943,39.15759774284563
Vascular Endothelial,1321,26.622329705763804
Granule Neurons,1317,26.541717049576786
Oligodendrocytes,381,7.678355501813784
