Gene_set,Term,Overlap,P-value,Odds Ratio,Combined Score,Genes,Adjusted P-value
Reactome_2022,PTEN Regulation R-HSA-6807070,12/139,0.00010651995911477461,4.020928218908364,36.780146870706254,AGO1;AGO3;AGO4;HDAC1;KDM1A;MTOR;OTUD3;PHC2;PSMB2;RBBP4;RRAGC;SCMH1,0.09054196524755842
Reactome_2022,Classical Antibody-Mediated Complement Activation R-HSA-173623,3/6,0.00024157799604407194,41.99784858069143,349.7714455204709,C1QA;C1QB;C1QC,0.20534129663746115
Reactome_2022,Post-transcriptional Silencing By Small RNAs R-HSA-426496,3/7,0.0004154138849536409,31.496773532327452,245.24128744341732,AGO1;AGO3;AGO4,0.3531018022105948
Reactome_2022,Regulation Of PTEN Gene Transcription R-HSA-8943724,7/61,0.0005383263785094793,5.477062630046846,41.226099788309405,HDAC1;KDM1A;MTOR;PHC2;RBBP4;RRAGC;SCMH1,0.4575774217330574
Reactome_2022,Small Interfering RNA (siRNA) Biogenesis R-HSA-426486,3/9,0.0009626983745091606,20.995698483963476,145.83130125987924,AGO1;AGO3;AGO4,0.8182936183327865
Reactome_2022,Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332,4/20,0.0010647579969984332,10.51508598566625,71.97584494294598,AGRN;B3GALT6;HSPG2;SDC3,0.9050442974486682
Reactome_2022,Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation R-HSA-8948700,3/10,0.0013514646051150292,17.995391327288054,118.8877473724285,AGO1;AGO3;AGO4,1.0
Reactome_2022,NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,5/36,0.001422800028871843,6.793353162687977,44.53130291097667,AGO1;AGO3;AGO4;KDM1A;KDM4A,1.0
Reactome_2022,Metabolism Of Vitamins And Cofactors R-HSA-196854,12/186,0.001490330988262119,2.927707136340361,19.055734446190908,AGRN;HSPG2;LDLRAP1;MMACHC;MTHFR;NADK;NMNAT1;PANK4;PPCS;SDC3;SLC2A1;UBIAD1,1.0
Reactome_2022,Regulation Of PTEN mRNA Translation R-HSA-8943723,3/11,0.0018261182227100505,15.745160959781487,99.28210051654462,AGO1;AGO3;AGO4,1.0
Reactome_2022,Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782,5/40,0.0023004507012256053,6.0157357571423935,36.54349052969279,AGRN;B3GALT6;HSPG2;SDC3;ST3GAL3,1.0
Reactome_2022,TP53 Regulates Metabolic Genes R-HSA-5628897,7/81,0.0028785089084175067,3.9926715458586814,23.359056440824737,AGO1;AGO3;AGO4;MTOR;PRDX1;RRAGC;SESN2,1.0
Reactome_2022,GAG Synthesis Requires Tetrasaccharide Linker Sequence R-HSA-1971475,4/26,0.0029408911694043163,7.644984165174714,44.56293856409326,AGRN;B3GALT6;HSPG2;SDC3,1.0
Reactome_2022,"Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS R-HSA-3656253",3/13,0.0030569003143781966,12.594838445272291,72.92857122597782,AGRN;HSPG2;SDC3,1.0
Reactome_2022,mRNA Splicing - Major Pathway R-HSA-72163,11/181,0.0036635275953236877,2.741433845405618,15.377603745265787,DNAJC8;HNRNPR;PPIE;PPIH;SF3A3;SNRNP40;SRRM1;SRSF10;SRSF4;SYF2;YBX1,1.0
Reactome_2022,Creation Of C4 And C2 Activators R-HSA-166786,3/14,0.003823538636453032,11.449266621814404,63.733246461557464,C1QA;C1QB;C1QC,1.0
Reactome_2022,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,5/46,0.004274164917228717,5.133803821584599,28.00575481335662,AGO1;AGO3;AGO4;KDM1A;KDM4A,1.0
Reactome_2022,TNFs Bind Their Physiological Receptors R-HSA-5669034,4/29,0.004421303526676105,6.7265515826174225,36.46679340733546,TNFRSF14;TNFRSF18;TNFRSF1B;TNFRSF25,1.0
Reactome_2022,PIP3 Activates AKT Signaling R-HSA-1257604,14/268,0.004449167687220724,2.3404557407059077,12.673657327640534,AGO1;AGO3;AGO4;CASP9;CLSTN1;HDAC1;KDM1A;MTOR;OTUD3;PHC2;PSMB2;RBBP4;RRAGC;SCMH1,1.0
Reactome_2022,mRNA Splicing R-HSA-72172,11/189,0.0050663184825489975,2.617141536787157,13.831961679566112,DNAJC8;HNRNPR;PPIE;PPIH;SF3A3;SNRNP40;SRRM1;SRSF10;SRSF4;SYF2;YBX1,1.0
Reactome_2022,Regulation Of MECP2 Expression And Activity R-HSA-9022692,4/31,0.005646126506019604,6.227649932833215,32.239208139734195,AGO1;AGO3;AGO4;HDAC1,1.0
Reactome_2022,Regulation Of RUNX1 Expression And Activity R-HSA-8934593,3/17,0.006780705098448605,8.994469857261786,44.915451939506276,AGO1;AGO3;AGO4,1.0
Reactome_2022,Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,8/122,0.008008597330426375,2.962318777707029,14.29982265387878,LDLRAP1;MMACHC;MTHFR;NADK;NMNAT1;PANK4;PPCS;SLC2A1,1.0
Reactome_2022,Amino Acids Regulate mTORC1 R-HSA-9639288,5/55,0.009144069597394715,4.2077752892489135,19.754031172930944,ATP6V0B;MTOR;RRAGC;SESN2;SZT2,1.0
Reactome_2022,Transcriptional Regulation By TP53 R-HSA-3700989,16/354,0.009601813596410989,2.010158620239199,9.338801515364183,AGO1;AGO3;AGO4;ARTN;ELOA;HDAC1;MEAF6;MTOR;NOC2L;PLK3;PRDX1;RBBP4;RRAGC;SESN2;TAF12;TP73,1.0
Reactome_2022,Defective B3GAT3 Causes JDSSDHD R-HSA-3560801,3/20,0.010793351959047546,7.406071950786562,33.540803015505524,AGRN;HSPG2;SDC3,1.0
Reactome_2022,"Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783",3/20,0.010793351959047546,7.406071950786562,33.540803015505524,AGRN;HSPG2;SDC3,1.0
Reactome_2022,Regulation Of TP53 Activity R-HSA-5633007,9/157,0.011765282786286992,2.5680974546489987,11.409035455403684,ARTN;HDAC1;MEAF6;MTOR;NOC2L;PLK3;RBBP4;TAF12;TP73,1.0
Reactome_2022,Initial Triggering Of Complement R-HSA-166663,3/21,0.01237704824841516,6.994265086144837,30.71819305046433,C1QA;C1QB;C1QC,1.0
Reactome_2022,HS-GAG Degradation R-HSA-2024096,3/21,0.01237704824841516,6.994265086144837,30.71819305046433,AGRN;HSPG2;SDC3,1.0
Reactome_2022,Intracellular Signaling By Second Messengers R-HSA-9006925,14/306,0.013463903098172037,2.031862849307227,8.752743005125664,AGO1;AGO3;AGO4;CASP9;CLSTN1;HDAC1;KDM1A;MTOR;OTUD3;PHC2;PSMB2;RBBP4;RRAGC;SCMH1,1.0
Reactome_2022,Coenzyme A Biosynthesis R-HSA-196783,2/8,0.013934272054121332,13.967095558646019,59.68704004653905,PANK4;PPCS,1.0
Reactome_2022,Other Interleukin Signaling R-HSA-449836,3/24,0.0178885302628627,5.994162700586364,24.118086301834182,CSF3R;IFNLR1;TXLNA,1.0
Reactome_2022,MicroRNA (miRNA) Biogenesis R-HSA-203927,3/24,0.0178885302628627,5.994162700586364,24.118086301834182,AGO1;AGO3;AGO4,1.0
Reactome_2022,Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,5/67,0.020247819915960724,3.3912770134260524,13.22499060713498,COL16A1;COL8A2;COL9A2;P3H1;PLOD1,1.0
Reactome_2022,Ketone Body Metabolism R-HSA-74182,2/10,0.021712678801948687,10.474248707634148,40.11489476437351,HMGCL;OXCT2,1.0
Reactome_2022,Oxidative Stress Induced Senescence R-HSA-2559580,6/93,0.021975962026178655,2.9026719792674376,11.081838667294019,AGO1;AGO3;AGO4;PHC2;RBBP4;SCMH1,1.0
Reactome_2022,Transcriptional Regulation By RUNX1 R-HSA-8878171,10/204,0.022239231093048872,2.176428171315551,8.28326228226268,AGO1;AGO3;AGO4;ARID1A;HDAC1;PHC2;PSMB2;SCMH1;TNFRSF18;TP73,1.0
Reactome_2022,Glycosaminoglycan Metabolism R-HSA-1630316,7/120,0.022824009432596538,2.6094292346638697,9.8634918171767,AGRN;B3GALT6;B4GALT2;HSPG2;SDC3;SLC9A1;ST3GAL3,1.0
Reactome_2022,Metabolism Of Fat-Soluble Vitamins R-HSA-6806667,4/47,0.023915320743392914,3.9071771431392257,14.586414330586846,AGRN;HSPG2;SDC3;UBIAD1,1.0
Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,11/242,0.02773836935827746,2.0111492745294,7.209846762907634,DNAJC8;HNRNPR;PPIE;PPIH;SF3A3;SNRNP40;SRRM1;SRSF10;SRSF4;SYF2;YBX1,1.0
Reactome_2022,Cellular Response To Starvation R-HSA-9711097,8/153,0.02775561187144112,2.325277311969234,8.334531532967953,ATP6V0B;MTOR;RPL11;RPL22;RPS8;RRAGC;SESN2;SZT2,1.0
Reactome_2022,Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185,4/50,0.029250722102937395,3.651799023621273,12.897610100309832,AGRN;B3GALT6;HSPG2;SDC3,1.0
Reactome_2022,Regulation Of TP53 Activity Thru Acetylation R-HSA-6804758,3/29,0.02964755751757002,4.840198409557354,17.029635664276014,HDAC1;MEAF6;RBBP4,1.0
