Biomarker_Name,Original_Index,Attention_Score,Ensembl ID,Gene Name
346,346,2.960007e-21,ENSG00000225828,FAM229A
332,332,2.1981889e-21,ENSG00000084636,COL16A1
213,213,1.7013524e-21,ENSG00000075151,EIF4G3
357,357,5.844407000000001e-22,ENSG00000121905,HPCA
101,101,5.394975600000001e-22,ENSG00000049245,VAMP3
171,171,5.2780484e-22,ENSG00000186510,CLCNKA
423,423,3.1040478e-22,ENSG00000163909,HEYL
273,273,2.3619576e-22,ENSG00000142669,SH3BGRL3
258,258,6.846864000000001e-23,ENSG00000204178,MACO1
109,109,6.564101e-23,ENSG00000049239,H6PD
274,274,2.7666785e-23,ENSG00000158062,UBXN11
35,35,2.5899485e-23,ENSG00000228594,FNDC10
141,141,4.7051818e-24,ENSG00000177674,AGTRAP
